stage,drug,target
early,azithromycin,MLNR
early,bisbenzimide,TOP1
early,oxyphenonium,CHRM1
early,carbachol,CHRM1|CHRM2|CHRNA2|CHRM3|CHRM4|CHRM5
early,lofexidine,ADRA2A
early,flutamide,AR|CYP2C19|AHR
early,afatinib,EGFR|ERBB2|ERBB4
early,rizatriptan,HTR1D|HTR1B|HTR1F|HTR1A|HTR1E
early,brequinar,DHODH
early,canertinib,EGFR|ERBB2|ERBB4|AKT1
early,carbamazepine,SCN1A|SCN3A|SCN5A|ABCB1|CYP1A2|CYP3A4|SCN10A|SCN11A|SCN2A|SCN4A|SCN7A|SCN8A|SCN9A
early,daunorubicin,TOP2A|TOP2B
early,alisertib,AURKA
early,propofol,GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|CYP2B6|TRPV1|FAAH|SCN2A|SCN4A
early,fexofenadine,HRH1
early,vandetanib,EGFR|KDR|RET|FLT1|FLT4|PTK6|TEK|FLT3|KIT|EPHA1|EPHA10|EPHA2|EPHA3|EPHA4|EPHA5|EPHA6|EPHA7|EPHA8|EPHB1|EPHB2|EPHB3|EPHB4|EPHB6|ERBB2|ERBB3|ERBB4|SRC|VEGFA
early,selumetinib,MAP2K1|MAP2K2
early,dinaciclib,CDK1|CDK2|CDK9|CDK5|CCNT1
early,oxalomalic-acid,ACO1|IDH1
early,valdecoxib,PTGS2|CYP2C19|CA12
early,docetaxel,TUBB|BCL2|MAP2|MAP4|MAPT|NR1I2|TUBB1
early,cilomilast,PDE4A|PDE4B|PDE4D|IL12A|IL12B|IL1B|PDE4C|TNF
early,levcromakalim,KCNJ8
early,topotecan,TOP1|TOP1MT
early,meclofenamic-acid,PTGS1|PTGS2|ALOX5|CNR1|KCNQ2|KCNQ3
early,piceatannol,PTGS2|SIRT1|SYK|TYR|ATP5A1|ATP5B|ATP5C1|IRF3
early,amlexanox,FGF1|IL3|PDE4A|PDE4B|PDE4C|PDE4D|S100A12|S100A13
early,isradipine,CACNA1C|CACNA1D|CACNA1F|CACNA1S|CACNA2D1|CACNA1H|CACNA2D2|CACNB2
early,caffeine,ADORA1|ADORA2A|ADORA2B|ATM|ITPR1|RYR1|ATR|ADORA3|ITPR2|ITPR3|PDE10A|PDE11A|PDE1A|PDE1B|PDE1C|PDE2A|PDE3A|PDE3B|PDE4A|PDE4B|PDE4C|PDE4D|PDE5A|PDE6A|PDE6B|PDE6C|PDE7A|PDE7B|PDE8A|PDE8B|PDE9A|PIK3CA|PIK3CB|PIK3CD|PRKDC|RYR2|RYR3
early,aspirin,PTGS1|PTGS2|TP53|AKR1C1|ASIC3|EDNRA|HSPA5|IKBKB|NFKB1|NFKB2|NFKBIA|PRKAA1|PRKAA2|PRKAB1|PRKAB2|PRKAG1|PRKAG2|PRKAG3|RPS6KA3
early,menadione,PKM|AOX1|BGLAP|F10|F2|F7|F9|GGCX|NQO1|NQO2|PROC|PROS1|PROZ|VKORC1|VKORC1L1
early,progesterone,PGR|CYP17A1|NR3C2|CYP2C19|CATSPER1|CATSPER2|CATSPER3|CATSPER4|ESR1|OPRK1|TRPC5
early,docetaxel,TUBB|BCL2|MAP2|MAP4|MAPT|NR1I2|TUBB1
early,bisbenzimide,TOP1
early,afatinib,EGFR|ERBB2|ERBB4
early,ilomastat,ACAN|ADAM28|MMP1|MMP12|MMP13|MMP14|MMP2|MMP3|MMP8|MMP9
early,furosemide,SLC12A1|SLC12A2|CA2|GPR35
early,alosetron,HTR3A
early,nutlin-3,MDM2|TP53
early,pinaverium,CACNA1C
early,pirinixic-acid,PPARA
early,paclitaxel,TUBB|NR1I2|ABCB1|CYP2C8|BCL2|MAP2|MAP4|MAPT|TLR4|TUBB1
early,sertindole,DRD2|HTR2A|HTR2C|ADRA1A|ADRA1B|ADRA1D|DRD3|DRD4|HRH1|HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR6|KCNH2
early,losmapimod,MAPK14
early,metolazone,SLC12A3|CA2|CA7
early,theophylline,ADORA1|PDE3A|ADORA2A|ADORA2B|ADORA3|HDAC2|PDE3B|PDE4A|PDE4B|PDE4C|PDE4D|CHIA|CYP2E1|CYP3A4|PDE5A
early,hypoestoxide,IKBKB|IL1B|TNF|IL6
early,luzindole,MTNR1B|MTNR1A
early,camptothecin,TOP1|HIF1A
early,brompheniramine,HRH1|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5
early,dinaciclib,CDK1|CDK2|CDK9|CDK5|CCNT1
early,afatinib,EGFR|ERBB2|ERBB4
early,ryuvidine,CDK4|CDK2
early,talinolol,ADRB1
early,bisoprolol,ADRB1|ADRB2
early,thalidomide,TNF|CRBN|CYP1A2|CYP2B6|CYP2C19|CYP3A5|FGFR2|NFKB1|ORM1|ORM2|PTGS2
early,oligomycin-a,ATP5A1
early,dolastatin-10,TUBB
early,azacitidine,DNMT1|DNMT3A
early,vicriviroc,CCR5
early,diazoxide,KCNJ11|ATP1A1|CA1|CA2|KCNJ8|KCNMA1|SLC12A3
early,importazole,KPNB1
early,tolmetin,PTGS2|PTGS1
early,edaravone,BCL2
early,masitinib,KIT|FGFR3|LYN|PDGFRB|PDGFRA
early,temazepam,GABRA1|GABRA2|GABRA3|GABRA5|GABRA4|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|GABRR1|GABRR2|GABRR3|TSPO
early,palmitoylethanolamide,CNR2|GPR119|GPR55
early,estriol,ESR1|ESR2
early,topotecan,TOP1|TOP1MT
early,menadione,PKM|AOX1|BGLAP|F10|F2|F7|F9|GGCX|NQO1|NQO2|PROC|PROS1|PROZ|VKORC1|VKORC1L1
early,luzindole,MTNR1B|MTNR1A
early,tizanidine,CYP1A2|ADRA2A|ADRA2B|ADRA2C|NISCH
early,importazole,KPNB1
early,gefitinib,EGFR|CYP2C19
early,camptothecin,TOP1|HIF1A
early,importazole,KPNB1
early,skatole,CYP2F1
early,danusertib,AURKA|AURKB|AURKC|FGFR1|NTRK1|RET|BCR|SLK
early,mitoxantrone,TOP2A|PIM1
early,potassium-canrenoate,NR3C2
early,memantine,GRIN1|CYP2E1|CHRFAM7A|DRD2|GRIN2A|GRIN2B|GRIN3A|HTR3A
early,nevirapine,CYP2B6|CYP3A4|CYP2C19|CYP1A2|CYP2A6|CYP2C9|CYP2D6|CYP3A5
early,azelastine,HRH1|CYP2C19
early,genz-644282,TOP1
early,nortriptyline,KCNJ10|SLC6A2|SLC6A4|CYP2C19|PIK3CD|ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|ADRB3|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD2|HRH1|HTR1A|HTR2A|HTR2C|HTR6|PGRMC1|SIGMAR1
early,methylene-blue,ACHE|MAPT
early,brequinar,DHODH
early,auranofin,TXNRD1|TXNRD2|IKBKB|PRDX5|TRPA1
early,auranofin,TXNRD1|TXNRD2|IKBKB|PRDX5|TRPA1
early,oxypurinol,XDH
early,menadione,PKM|AOX1|BGLAP|F10|F2|F7|F9|GGCX|NQO1|NQO2|PROC|PROS1|PROZ|VKORC1|VKORC1L1
early,hypoestoxide,IKBKB|IL1B|TNF|IL6
early,nutlin-3,MDM2|TP53
early,amoxapine,SLC6A2|SLC6A4|HTR2A|DRD1|DRD2|DRD3|DRD4|HTR6|ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD5|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|HRH1|HRH4|HTR1A|HTR1B|HTR2B|HTR2C|HTR3A|HTR7|SLC6A3
early,carbamazepine,SCN1A|SCN3A|SCN5A|ABCB1|CYP1A2|CYP3A4|SCN10A|SCN11A|SCN2A|SCN4A|SCN7A|SCN8A|SCN9A
early,isradipine,CACNA1C|CACNA1D|CACNA1F|CACNA1S|CACNA2D1|CACNA1H|CACNA2D2|CACNB2
early,meclofenamic-acid,PTGS1|PTGS2|ALOX5|CNR1|KCNQ2|KCNQ3
early,rilpivirine,CYP2C19|CYP3A5|NR1I2|SCN10A
early,baricitinib,JAK1|JAK2
early,quizartinib,FLT3|CSF1R|KIT|RET|PDGFRA|PDGFRB
early,tandutinib,FLT3|KIT|PDGFRA|PDGFRB|CSF1R|PDGFD
early,thapsigargin,ATP2A1
early,doxifluridine,TYMS
early,clofarabine,RRM1|POLA1|RRM2|SLC22A8|POLD1|POLE|RRM2B
early,flutamide,AR|CYP2C19|AHR
early,amlexanox,FGF1|IL3|PDE4A|PDE4B|PDE4C|PDE4D|S100A12|S100A13
early,canertinib,EGFR|ERBB2|ERBB4|AKT1
early,albendazole,CYP1A2|CYP2J2|TUBA1A|TUBB|TUBB4B
early,bisbenzimide,TOP1
early,carbamazepine,SCN1A|SCN3A|SCN5A|ABCB1|CYP1A2|CYP3A4|SCN10A|SCN11A|SCN2A|SCN4A|SCN7A|SCN8A|SCN9A
early,mocetinostat,HDAC1|HDAC2|HDAC3|HDAC11
early,drospirenone,NR3C2|PGR|AR
early,furosemide,SLC12A1|SLC12A2|CA2|GPR35
early,adarotene,RARG|RARA|RARB
early,cilomilast,PDE4A|PDE4B|PDE4D|IL12A|IL12B|IL1B|PDE4C|TNF
early,vandetanib,EGFR|KDR|RET|FLT1|FLT4|PTK6|TEK|FLT3|KIT|EPHA1|EPHA10|EPHA2|EPHA3|EPHA4|EPHA5|EPHA6|EPHA7|EPHA8|EPHB1|EPHB2|EPHB3|EPHB4|EPHB6|ERBB2|ERBB3|ERBB4|SRC|VEGFA
early,losmapimod,MAPK14
early,carbachol,CHRM1|CHRM2|CHRNA2|CHRM3|CHRM4|CHRM5
early,dolastatin-10,TUBB
early,taxifolin,APOB|APP|HMGCR|ADIPOR2
early,thalidomide,TNF|CRBN|CYP1A2|CYP2B6|CYP2C19|CYP3A5|FGFR2|NFKB1|ORM1|ORM2|PTGS2
early,imatinib,ABL1|KIT|PDGFRA|BCR|CSF1R|PDGFRB|ABCG2|CYP2C19|CYP2C8|CYP3A5|DDR1|NTRK1|RET
early,topotecan,TOP1|TOP1MT
early,danusertib,AURKA|AURKB|AURKC|FGFR1|NTRK1|RET|BCR|SLK
early,nimesulide,PTGS2|LTF|PLA2G2E|PTGS1
early,theophylline,ADORA1|PDE3A|ADORA2A|ADORA2B|ADORA3|HDAC2|PDE3B|PDE4A|PDE4B|PDE4C|PDE4D|CHIA|CYP2E1|CYP3A4|PDE5A
early,diazoxide,KCNJ11|ATP1A1|CA1|CA2|KCNJ8|KCNMA1|SLC12A3
early,fluphenazine,DRD2|DRD1|CHRNA7|CALM1|DRD5|HRH1|HTR2A|HTR6|HTR7
early,rizatriptan,HTR1D|HTR1B|HTR1F|HTR1A|HTR1E
early,brompheniramine,HRH1|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5
early,afatinib,EGFR|ERBB2|ERBB4
early,sirolimus,MTOR|FKBP1A|CCR5|FGF2
early,melperone,DRD2|HTR1A|HTR2A
early,saracatinib,SRC|ABL1|LCK|YES1
early,palmitoylethanolamide,CNR2|GPR119|GPR55
early,triprolidine,HRH1
early,dinaciclib,CDK1|CDK2|CDK9|CDK5|CCNT1
early,daunorubicin,TOP2A|TOP2B
early,ryuvidine,CDK4|CDK2
early,lofexidine,ADRA2A
early,oxalomalic-acid,ACO1|IDH1
early,propofol,GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|CYP2B6|TRPV1|FAAH|SCN2A|SCN4A
early,piceatannol,PTGS2|SIRT1|SYK|TYR|ATP5A1|ATP5B|ATP5C1|IRF3
early,fexofenadine,HRH1
early,tiludronate,ATP6V1A|MMP2|PTPN1
early,edaravone,BCL2
early,caffeine,ADORA1|ADORA2A|ADORA2B|ATM|ITPR1|RYR1|ATR|ADORA3|ITPR2|ITPR3|PDE10A|PDE11A|PDE1A|PDE1B|PDE1C|PDE2A|PDE3A|PDE3B|PDE4A|PDE4B|PDE4C|PDE4D|PDE5A|PDE6A|PDE6B|PDE6C|PDE7A|PDE7B|PDE8A|PDE8B|PDE9A|PIK3CA|PIK3CB|PIK3CD|PRKDC|RYR2|RYR3
early,metoclopramide,DRD2|HTR4|HTR3A|CHRM1|HTR3B
early,mepazine,MALT1
early,oxyphenonium,CHRM1
early,bisbenzimide,TOP1
early,vatalanib,FLT1|FLT4|KDR|KIT|PDGFRB|CYP19A1|PDGFRA|EGFR
early,selumetinib,MAP2K1|MAP2K2
early,metolazone,SLC12A3|CA2|CA7
early,topotecan,TOP1|TOP1MT
early,linezolid,MAOA|MAOB
early,thiostrepton,FOXM1
early,camptothecin,TOP1|HIF1A
early,methylnaltrexone,OPRM1|OPRK1|OPRD1
early,sildenafil,PDE5A|PDE6G|PDE6H|SLCO1B1|SLCO1B3
early,bisbenzimide,TOP1
early,sildenafil,PDE5A|PDE6G|PDE6H|SLCO1B1|SLCO1B3
early,pirinixic-acid,PPARA
early,importazole,KPNB1
early,tolmetin,PTGS2|PTGS1
early,decitabine,DNMT1|DNMT3A
early,methylene-blue,ACHE|MAPT
early,docetaxel,TUBB|BCL2|MAP2|MAP4|MAPT|NR1I2|TUBB1
early,topotecan,TOP1|TOP1MT
early,masitinib,KIT|FGFR3|LYN|PDGFRB|PDGFRA
early,nortriptyline,KCNJ10|SLC6A2|SLC6A4|CYP2C19|PIK3CD|ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|ADRB3|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD2|HRH1|HTR1A|HTR2A|HTR2C|HTR6|PGRMC1|SIGMAR1
early,saquinavir,CYP3A5|CYP3A4
early,amperozide,HTR2A|DRD2|FAAH
early,romidepsin,HDAC1|HDAC2|CYP2B6|CYP2C19|CYP3A5|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
early,afatinib,EGFR|ERBB2|ERBB4
early,alisertib,AURKA
early,bumetanide,SLC12A1|SLC12A2|CFTR|GPR35|SLC12A4|SLC12A5
early,progesterone,PGR|CYP17A1|NR3C2|CYP2C19|CATSPER1|CATSPER2|CATSPER3|CATSPER4|ESR1|OPRK1|TRPC5
early,azacitidine,DNMT1|DNMT3A
early,donepezil,ACHE|HTR2A
early,valdecoxib,PTGS2|CYP2C19|CA12
early,menadione,PKM|AOX1|BGLAP|F10|F2|F7|F9|GGCX|NQO1|NQO2|PROC|PROS1|PROZ|VKORC1|VKORC1L1
early,pinaverium,CACNA1C
early,hydroxyurea,RRM1|RRM2|RRM2B
early,importazole,KPNB1
early,talinolol,ADRB1
early,docetaxel,TUBB|BCL2|MAP2|MAP4|MAPT|NR1I2|TUBB1
early,ambroxol,GBA|CYP3A4
early,dinaciclib,CDK1|CDK2|CDK9|CDK5|CCNT1
early,withaferin-a,IKBKB|NAMPT
early,tizanidine,CYP1A2|ADRA2A|ADRA2B|ADRA2C|NISCH
early,paclitaxel,TUBB|NR1I2|ABCB1|CYP2C8|BCL2|MAP2|MAP4|MAPT|TLR4|TUBB1
early,brequinar,DHODH
early,pirfenidone,TNF|MAPK14|TNFRSF1A|FURIN
early,oligomycin-a,ATP5A1
early,luzindole,MTNR1B|MTNR1A
early,valdecoxib,PTGS2|CYP2C19|CA12
early,alosetron,HTR3A
early,levcromakalim,KCNJ8
early,devazepide,CCKAR
early,aspirin,PTGS1|PTGS2|TP53|AKR1C1|ASIC3|EDNRA|HSPA5|IKBKB|NFKB1|NFKB2|NFKBIA|PRKAA1|PRKAA2|PRKAB1|PRKAB2|PRKAG1|PRKAG2|PRKAG3|RPS6KA3
early,importazole,KPNB1
early,axitinib,KDR|FLT1|FLT4|CYP2C19|CYP3A5|KIT|PDGFRB|CSF1|PLK4
early,afatinib,EGFR|ERBB2|ERBB4
early,luzindole,MTNR1B|MTNR1A
early,fenoterol,ADRB2|ADRB1|ADRB3
early,temazepam,GABRA1|GABRA2|GABRA3|GABRA5|GABRA4|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|GABRR1|GABRR2|GABRR3|TSPO
early,paclitaxel,TUBB|NR1I2|ABCB1|CYP2C8|BCL2|MAP2|MAP4|MAPT|TLR4|TUBB1
early,azithromycin,MLNR
early,genz-644282,TOP1
early,skatole,CYP2F1
early,lapatinib,EGFR|ERBB2|CYP3A5
early,potassium-canrenoate,NR3C2
early,mitoxantrone,TOP2A|PIM1
early,brequinar,DHODH
early,ilomastat,ACAN|ADAM28|MMP1|MMP12|MMP13|MMP14|MMP2|MMP3|MMP8|MMP9
early,menadione,PKM|AOX1|BGLAP|F10|F2|F7|F9|GGCX|NQO1|NQO2|PROC|PROS1|PROZ|VKORC1|VKORC1L1
early,auranofin,TXNRD1|TXNRD2|IKBKB|PRDX5|TRPA1
early,nevirapine,CYP2B6|CYP3A4|CYP2C19|CYP1A2|CYP2A6|CYP2C9|CYP2D6|CYP3A5
early,camptothecin,TOP1|HIF1A
early,sertindole,DRD2|HTR2A|HTR2C|ADRA1A|ADRA1B|ADRA1D|DRD3|DRD4|HRH1|HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR6|KCNH2
early,auranofin,TXNRD1|TXNRD2|IKBKB|PRDX5|TRPA1
early,estriol,ESR1|ESR2
early,bisoprolol,ADRB1|ADRB2
early,alosetron,HTR3A
early,vicriviroc,CCR5
early,gefitinib,EGFR|CYP2C19
early,azelastine,HRH1|CYP2C19
early,oxypurinol,XDH
early,methylene-blue,ACHE|MAPT
early,memantine,GRIN1|CYP2E1|CHRFAM7A|DRD2|GRIN2A|GRIN2B|GRIN3A|HTR3A
late,digitoxin,ATP1A1
late,calyculin,PPP1CA|PPP2CA
late,calyculin,PPP1CA|PPP2CA
late,salermide,SIRT1|SIRT2
late,hyperforin,NR1I2|ALOX5|PTGS1
late,proscillaridin,ATP1A1
late,aminopurvalanol-a,CDK2|CDK1|CDK5|CDK6
late,malonoben,EGFR
late,strophanthidin,ATP1A1
late,spiramide,HTR2A|HTR1A
late,nilotinib,ABL1|KIT|BCR|CYP2B6|CYP2C8|DDR1|DDR2|PDGFRA
late,mocetinostat,HDAC1|HDAC2|HDAC3|HDAC11
late,adapalene,RARB|RARG|RARA|RXRA|RXRB|RXRG
late,thapsigargin,ATP2A1
late,dabrafenib,BRAF|CYP2B6|CYP2C19|CYP2C8|CYP3A4|LIMK1|NEK11|RAF1|SIK1
late,amlodipine,CACNA1C|CACNA1D|CACNA1S|CACNA2D1|ABCG2|CA1|CACNA1B|CACNA1F|CACNA2D3|CACNB1|CACNB2|SMPD1
late,etoposide,TOP2A|TOP2B|CYP2E1|CYP3A5
late,dacinostat,HDAC1|HDAC2|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
late,malonoben,EGFR
late,fingolimod,S1PR1|S1PR5|S1PR3|S1PR4|CYP2E1|CYP4F2|SPHK1
late,masitinib,KIT|FGFR3|LYN|PDGFRB|PDGFRA
late,voapaxar,F2R
late,rociletinib,EGFR
late,sotrastaurin,PRKCA|PRKCB|PRKCQ|PRKCD|PRKCE|PRKCH
late,nutlin-3,MDM2|TP53
late,etoposide,TOP2A|TOP2B|CYP2E1|CYP3A5
late,quizartinib,FLT3|CSF1R|KIT|RET|PDGFRA|PDGFRB
late,rhodomyrtoxin-b,SLCO1B3
late,inositol,CDIPT|GBA
late,mepivacaine,SCN9A|SCN10A
late,valrubicin,TOP2A
late,enzastaurin,PRKCB|AKT1|GSK3B|PRKCA|PRKCD|PRKCG
late,rociletinib,EGFR
late,resminostat,HDAC1|HDAC2|HDAC3|HDAC6|HDAC8
late,ingenol-mebutate,PRKCD|PRKCA|PRKCB|PRKCE|PRKCG
late,palbociclib,CDK4|CDK6|CCND3
late,mepireserpate,SLC18A2|SLC18A1
late,budesonide,NR3C1|CYP3A5|CYP3A7
late,carbamazepine,SCN1A|SCN3A|SCN5A|ABCB1|CYP1A2|CYP3A4|SCN10A|SCN11A|SCN2A|SCN4A|SCN7A|SCN8A|SCN9A
late,wortmannin,PLK1|PIK3CA|PIK3CG|ATM|ATR|MTOR|PLK3|PI4KA|PI4KB|PIK3CD|PIK3R1|PRKDC
late,fingolimod,S1PR1|S1PR5|S1PR3|S1PR4|CYP2E1|CYP4F2|SPHK1
late,dexniguldipine,CALM1|PRKCA|ADORA3
late,dexniguldipine,CALM1|PRKCA|ADORA3
late,levomequitazine,HRH1|HRH4|PDE4A
late,griseofulvin,KRT12
late,bepridil,CACNA1C|SCN5A|ATP1A1|CACNA1A|CACNA1H|CACNA2D2|CALM1|KCNQ1|KCNQ4|PDE1A|PDE1B|TNNC1
late,beclomethasone-dipropionate,NR3C1|CYP3A5|ADGRG3
late,amsacrine,TOP2A|KCNH2
late,digitoxin,ATP1A1
late,nelfinavir,CYP2C19|CYP3A7|CYP3A5|CYP1A2|CYP2B6|CYP2C9|CYP2D6|CYP3A4
late,resminostat,HDAC1|HDAC2|HDAC3|HDAC6|HDAC8
late,fulvestrant,ESR1|EPHX2|ESR2|GPER1
late,protriptyline,SLC6A2|SLC6A4
late,fraxidin,CA12
late,triclosan,DNMT1
late,niguldipine,ADRA1A|CACNA1C
late,tranylcypromine,MAOA|MAOB|KDM1A|CYP2A6
late,sodium-butyrate,HDAC1|BCHE|FFAR2|FFAR3|HDAC2|HDAC3|HDAC8
late,ryuvidine,CDK4|CDK2
late,voxtalisib,MTOR|PIK3CA
late,cabozantinib,KDR|MET|FLT3|KIT|RET|TEK|CYP2C19
late,lomerizine,ABCB1|CACNA1B|SCN5A
late,gemcitabine,RRM1|CMPK1|RRM2|TYMS
late,fulvestrant,ESR1|EPHX2|ESR2|GPER1
late,ceritinib,ALK|FLT3|IGF1R|INSR|TSSK1B
late,docetaxel,TUBB|BCL2|MAP2|MAP4|MAPT|NR1I2|TUBB1
late,dicoumarol,VKORC1|NQO1|CRYZ
late,ivermectin,CHRNA7|GABRB3|GLRA3|P2RX7
late,inositol,CDIPT|GBA
late,perphenazine,DRD2|CALM1|DRD1|HRH1|HTR2A|HTR2C|HTR6|HTR7
late,lomitapide,MTTP|CYP2B6|CYP2C19|CYP2C8
late,flubendazole,TUBB
late,quiflapon,ALOX5AP|ALOX5
late,dolastatin-10,TUBB
late,givinostat,HDAC2|IL1B|IL1R2|IL6R|TNF|HDAC1|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
late,darapladib,PLA2G7
late,romidepsin,HDAC1|HDAC2|CYP2B6|CYP2C19|CYP3A5|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
late,dinaciclib,CDK1|CDK2|CDK9|CDK5|CCNT1
late,ingenol-mebutate,PRKCD|PRKCA|PRKCB|PRKCE|PRKCG
late,niclosamide,STAT3
late,atorvastatin,HMGCR|DPP4|CYP3A5|FASLG|AHR
late,paricalcitol,VDR|PTH
late,crizotinib,ALK|MET|CYP2B6|CYP3A5|MST1R|ROS1
late,menadione,PKM|AOX1|BGLAP|F10|F2|F7|F9|GGCX|NQO1|NQO2|PROC|PROS1|PROZ|VKORC1|VKORC1L1
late,rotenone,MT-ND1
late,exemestane,CYP19A1
late,calmidazolium,ATP2B1|PDE1A
late,bazedoxifene,ESR1|ESR2
late,manumycin-a,FNTA|IKBKB
late,devazepide,CCKAR
late,strophanthidin,ATP1A1
late,withaferin-a,IKBKB|NAMPT
late,calmidazolium,ATP2B1|PDE1A
late,rigosertib,PLK1|MCL1
late,pifithrin-mu,HSPA1A|TP53
late,urapidil,HTR1A
late,azilsartan-medoxomil,AGTR2|INS|AGTR1
late,testosterone-propionate,AR
late,ryuvidine,CDK4|CDK2
late,fluspirilene,DRD2|HTR2A|CACNG1|HRH1|HTR1A|HTR1D|HTR1E
late,mocetinostat,HDAC1|HDAC2|HDAC3|HDAC11
late,inositol,CDIPT|GBA
late,mepacrine,TP53|AKT1|MTOR|NFKB1|PLA2G2A|PLA2G2D|PLA2G1B|PLA2G4A|PLA2G6|PLCL1
late,carfilzomib,PSMB1|PSMB10|PSMB2|PSMB5|PSMB8|PSMB9|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMA8|PSMB11|PSMB3|PSMB4|PSMB6|PSMB7
late,dasatinib,ABL1|FYN|LCK|SRC|KIT|YES1|EPHA2|LYN|PDGFRB|BCR|BTK|DDR1|DDR2|PDGFRA|ABL2|BLK|FGR|FRK|HCK|SRMS|STAT5B
late,losartan,AGTR1
late,dexketoprofen,PTGS2|PTGS1
late,elesclomol,TOP2A|HSPA1A
late,tivantinib,MET
late,delanzomib,CMA1|CTSG|CYP3A4|ELANE
late,digoxin,ATP1A1|ABCB1|RORC|SLCO1B3
late,withaferin-a,IKBKB|NAMPT
late,cinobufagin,ATP1A1
late,halcinonide,NR3C1
late,bufalin,ATP1A1
late,barasertib-HQPA,AURKB|AURKC|AURKA
late,pazopanib,KDR|KIT|FLT1|FLT4|PDGFRB|PDGFRA|BRAF|CYP2B6|CYP2C8|CYP2E1|DDR2|CSF1R|FGF1|FGFR1|FGFR3|ITK|SH2B3
late,fluticasone,NR3C1|PGR
late,golvatinib,MET|KDR
late,voxtalisib,MTOR|PIK3CA
late,mozavaptan,AVPR2|AVPR1A|AVPR1B
late,cabazitaxel,CYP2C8|CYP3A5|SLCO1B3|TUBA4A|TUBB|TUBB1
late,calcitriol,VDR|CYP3A5
late,paricalcitol,VDR|PTH
late,romidepsin,HDAC1|HDAC2|CYP2B6|CYP2C19|CYP3A5|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
late,barasertib-HQPA,AURKB|AURKC|AURKA
late,dapagliflozin,SLC5A2|SLC5A1
late,bufalin,ATP1A1
late,asiatic-acid,PYGM
late,molsidomine,GUCY1A3
late,meisoindigo,STAT3
late,penfluridol,DRD1|DRD2|CACNA1G
late,lomefloxacin,TOP2A
late,terbinafine,CYP2C19|CYP2C8|SQLE
late,epoxycholesterol,NR1H3|NR1H2
late,bortezomib,PSMB5|PSMB1|PSMB2|CASP3|CYP2C19|NFKB1|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMA8|PSMB10|PSMB11|PSMB3|PSMB4|PSMB6|PSMB7|PSMB8|PSMB9|PSMD1|PSMD2|RELA
late,scriptaid,HDAC1|HDAC2|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
late,gemcitabine,RRM1|CMPK1|RRM2|TYMS
late,flecainide,SCN5A|KCNA5|KCNA7|SCN4A
late,floxuridine,TYMS
late,pentobarbital,GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|CHRNA4|CHRNA7|GRIA2|GRIK2|GRIN1|GRIN2A|GRIN2B|GRIN2C|GRIN2D|GRIN3A|GRIN3B
late,digitoxigenin,ATP1A1
late,lomitapide,MTTP|CYP2B6|CYP2C19|CYP2C8
late,fenretinide,RARA|CYP2C8|CYP3A5|RARG
late,fluspirilene,DRD2|HTR2A|CACNG1|HRH1|HTR1A|HTR1D|HTR1E
late,digoxin,ATP1A1|ABCB1|RORC|SLCO1B3
late,apixaban,F10|CYP2C19|CYP2C8|CYP2J2
late,doxorubicin,TOP2A
