stage,drug,target
second,promazine,CHRM5|DRD2|ADRA1A|ADRA1B|ADRA1D|CHRM1|CHRM2|CHRM3|CHRM4|DRD1|DRD3|DRD4|HRH1|HTR2A|HTR2C
second,iodophenpropit,HRH3|HRH4|GRIN2B
second,lonidamine,GCK
second,narciclasine,RHOA
second,tamoxifen,ESR1|ESR2|CYP3A5|ESRRG|PLD1|PRKCD|PRKCE|PRKCQ|PRKCZ|EBP|GPER1|PRKCA|PRKCB|PRKCG|PRKCI
second,apigenin,CYP1A2|MAOA|ODC1|XDH|AKR1B1|AR|CDK6|CFTR|CYP19A1|CYP1B1|HSD17B1
second,pheniramine,HRH1
second,adapalene,RARB|RARG|RARA|RXRA|RXRB|RXRG
second,blonanserin,DRD2|HTR2A
second,tioconazole,CYP51A1
second,levcromakalim,KCNJ8
second,arglabin,FNTA|NFKB1
second,propranolol,ADRB2|ADRB3
second,perampanel,GRIA1|CYP3A5|GRIA2|GRIA3|GRIA4
second,anguidine,SLC5A1
second,medrysone,NR3C1
second,everolimus,MTOR|CYP3A5|FKBP1A
second,mepivacaine,SCN9A|SCN10A
second,lylamine,CNR1
second,biotin,ACACA|ACACB|HLCS|MCCC1|MCCC2|PC|PCCA|PCCB|SLC5A6
second,menadione,PKM|AOX1|BGLAP|F10|F2|F7|F9|GGCX|NQO1|NQO2|PROC|PROS1|PROZ|VKORC1|VKORC1L1
second,brinzolamide,CA2|CA7|CA1|CYP2B6|CYP2C8|CA12|CA14|CA4|CA5A
second,adarotene,RARG|RARA|RARB
second,bortezomib,PSMB5|PSMB1|PSMB2|CASP3|CYP2C19|NFKB1|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMA8|PSMB10|PSMB11|PSMB3|PSMB4|PSMB6|PSMB7|PSMB8|PSMB9|PSMD1|PSMD2|RELA
second,romidepsin,HDAC1|HDAC2|CYP2B6|CYP2C19|CYP3A5|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
second,mycophenolate-mofetil,IMPDH1|IMPDH2|HCAR2
second,digitoxigenin,ATP1A1
second,vindesine,TUBB|TUBB1
second,ryuvidine,CDK4|CDK2
second,triptolide,CYP2C19|RELA
second,halcinonide,NR3C1
second,bufalin,ATP1A1
second,ryuvidine,CDK4|CDK2
second,idarubicin,TOP2A
second,importazole,KPNB1
second,ryuvidine,CDK4|CDK2
second,clozapine,DRD4|DRD2|DRD3|HTR2A|ADRA1A|ADRA1B|CHRM1|DRD1|HRH1|HRH4|HTR1A|HTR1B|HTR1D|HTR1E|HTR2C|HTR6|HTR7|CYP2C19|ADRA1D|ADRA2A|ADRA2B|ADRA2C|CALY|CHRM2|CHRM3|CHRM4|CHRM5|DRD5|HTR1F|HTR2B|HTR3A|HTR5A
second,entinostat,HDAC1|HDAC2|HDAC3|HDAC9
second,sonidegib,SMO
second,ipsapirone,HTR1A
second,idarubicin,TOP2A
second,salermide,SIRT1|SIRT2
second,withaferin-a,IKBKB|NAMPT
second,ouabain,ATP1A1|ATP1A2|ATP1A3|ATP1A4|ATP1B1|ATP1B2|ATP1B3|ATP1B4|FXYD2
second,crizotinib,ALK|MET|CYP2B6|CYP3A5|MST1R|ROS1
second,mitoxantrone,TOP2A|PIM1
second,bisindolylmaleimide-ix,SIRT1|LRRK2|SIRT2|AKT1|GSK3B|LCK|MAPK1|MAPK11|MAPK12|MAPK14|MAPK8|PRKCA|ROCK1|RPS6KB1
second,digoxin,ATP1A1|ABCB1|RORC|SLCO1B3
second,epirubicin,TOP2A|CHD1
second,nortriptyline,KCNJ10|SLC6A2|SLC6A4|CYP2C19|PIK3CD|ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|ADRB3|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD2|HRH1|HTR1A|HTR2A|HTR2C|HTR6|PGRMC1|SIGMAR1
second,fenbendazole,CYP2C19|CYP2D6|CYP2J2|CYP3A4|TUBB
second,withaferin-a,IKBKB|NAMPT
second,adapalene,RARB|RARG|RARA|RXRA|RXRB|RXRG
second,salermide,SIRT1|SIRT2
second,valrubicin,TOP2A
second,midostaurin,FLT3|KIT|CCNB1|FLT1|KDR|PDGFRB|PRKCA|VEGFA|PRKCG
second,dexketoprofen,PTGS2|PTGS1
second,clofarabine,RRM1|POLA1|RRM2|SLC22A8|POLD1|POLE|RRM2B
second,midostaurin,FLT3|KIT|CCNB1|FLT1|KDR|PDGFRB|PRKCA|VEGFA|PRKCG
second,calcitriol,VDR|CYP3A5
second,flecainide,SCN5A|KCNA5|KCNA7|SCN4A
second,bufalin,ATP1A1
second,romidepsin,HDAC1|HDAC2|CYP2B6|CYP2C19|CYP3A5|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
second,mitoxantrone,TOP2A|PIM1
second,vorinostat,HDAC1|HDAC2|HDAC3|HDAC6|HDAC8|HDAC10|HDAC11|HDAC5|HDAC9
second,phentolamine,ADRA1A|ADRA2A|ADRA1B|ADRA1D|ADRA2B|ADRA2C
second,orphenadrine,CYP2B6|GRIN1|GRIN2D|GRIN3A|GRIN3B|HRH1|SCN10A|SLC6A2
second,niclosamide,STAT3
second,ingenol-mebutate,PRKCD|PRKCA|PRKCB|PRKCE|PRKCG
second,ryuvidine,CDK4|CDK2
second,ouabain,ATP1A1|ATP1A2|ATP1A3|ATP1A4|ATP1B1|ATP1B2|ATP1B3|ATP1B4|FXYD2
second,sonidegib,SMO
second,canertinib,EGFR|ERBB2|ERBB4|AKT1
second,hesperidin,CACNA1B
second,curcumin,PTGS1|PTGS2|CCND1|DNMT1|G6PC|MAPT|APP|CA1|CA12|CA14|CA2|CA4|CA6|CA9|CYP3A4|DNMT3B|EP300|MMP13|MMP9|NOS2|XDH
second,ryuvidine,CDK4|CDK2
second,entinostat,HDAC1|HDAC2|HDAC3|HDAC9
second,troglitazone,PPARG|AKR1B1|CCL2|CYP3A4|INS|ACSL4|ESRRA|ESRRG|SERPINE1|SLC29A1|TRPM3
second,calmidazolium,ATP2B1|PDE1A
second,withaferin-a,IKBKB|NAMPT
second,ryuvidine,CDK4|CDK2
second,importazole,KPNB1
second,penfluridol,DRD1|DRD2|CACNA1G
second,perhexiline,CPT1A|CPT2
second,withaferin-a,IKBKB|NAMPT
third,niclosamide,STAT3
third,ryuvidine,CDK4|CDK2
third,biotin,ACACA|ACACB|HLCS|MCCC1|MCCC2|PC|PCCA|PCCB|SLC5A6
third,nalbuphine,OPRK1|OPRM1|OPRD1
third,sunitinib,PDGFRB|FLT1|FLT3|FLT4|KDR|KIT|PDGFRA|RET
third,dexketoprofen,PTGS2|PTGS1
third,clomifene,ESR1|AR
third,nortriptyline,KCNJ10|SLC6A2|SLC6A4|CYP2C19|PIK3CD|ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|ADRB3|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD2|HRH1|HTR1A|HTR2A|HTR2C|HTR6|PGRMC1|SIGMAR1
third,gemcitabine,RRM1|CMPK1|RRM2|TYMS
third,salermide,SIRT1|SIRT2
third,proscillaridin,ATP1A1
third,amiodarone,KCNH2|CHRM3|CYP2C8|SCN5A|ADRB1|CACNA1H|CACNA2D2|KCNA7
third,pioglitazone,PPARG|INS|TRPM3
third,telatinib,KDR|FLT4|KIT|PDGFRB
third,strophanthidin,ATP1A1
third,olmesartan-medoxomil,AGTR1
third,digoxin,ATP1A1|ABCB1|RORC|SLCO1B3
third,crizotinib,ALK|MET|CYP2B6|CYP3A5|MST1R|ROS1
third,cabozantinib,KDR|MET|FLT3|KIT|RET|TEK|CYP2C19
third,amlodipine,CACNA1C|CACNA1D|CACNA1S|CACNA2D1|ABCG2|CA1|CACNA1B|CACNA1F|CACNA2D3|CACNB1|CACNB2|SMPD1
third,mometasone,NR3C1
third,digitoxigenin,ATP1A1
third,ipsapirone,HTR1A
third,hydrocortisone-hemisuccinate,NR3C1
third,gemcitabine,RRM1|CMPK1|RRM2|TYMS
third,pyrvinium-pamoate,AR
third,idarubicin,TOP2A
third,penfluridol,DRD1|DRD2|CACNA1G
third,panobinostat,HDAC1|HDAC2|HDAC3|HDAC4|HDAC6|HDAC7|HDAC8|HDAC9
third,scriptaid,HDAC1|HDAC2|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
third,clozapine,DRD4|DRD2|DRD3|HTR2A|ADRA1A|ADRA1B|CHRM1|DRD1|HRH1|HRH4|HTR1A|HTR1B|HTR1D|HTR1E|HTR2C|HTR6|HTR7|CYP2C19|ADRA1D|ADRA2A|ADRA2B|ADRA2C|CALY|CHRM2|CHRM3|CHRM4|CHRM5|DRD5|HTR1F|HTR2B|HTR3A|HTR5A
third,digoxin,ATP1A1|ABCB1|RORC|SLCO1B3
third,menadione,PKM|AOX1|BGLAP|F10|F2|F7|F9|GGCX|NQO1|NQO2|PROC|PROS1|PROZ|VKORC1|VKORC1L1
third,hesperidin,CACNA1B
third,menadione,PKM|AOX1|BGLAP|F10|F2|F7|F9|GGCX|NQO1|NQO2|PROC|PROS1|PROZ|VKORC1|VKORC1L1
third,meclofenamic-acid,PTGS1|PTGS2|ALOX5|CNR1|KCNQ2|KCNQ3
third,ryuvidine,CDK4|CDK2
third,everolimus,MTOR|CYP3A5|FKBP1A
third,acalabrutinib,BTK
third,lomerizine,ABCB1|CACNA1B|SCN5A
third,terazosin,ADRA1D|ADRA1A|ADRA1B|KCNH2|KCNH6|KCNH7
third,tacedinaline,HDAC1
third,clomifene,ESR1|AR
third,andarine,AR
third,kifunensine,MAN1B1|MAN2A1
third,dexniguldipine,CALM1|PRKCA|ADORA3
third,gallopamil,CACNA1C|ATP2A2
third,daunorubicin,TOP2A|TOP2B
third,bortezomib,PSMB5|PSMB1|PSMB2|CASP3|CYP2C19|NFKB1|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMA8|PSMB10|PSMB11|PSMB3|PSMB4|PSMB6|PSMB7|PSMB8|PSMB9|PSMD1|PSMD2|RELA
third,simvastatin,HMGCR|CYP2C8|CYP3A4|CYP3A5|ITGB2
third,dapivirine,CYP3A5|CYP2B6|CYP2C19|CYP2C8|CYP3A4
third,epirubicin,TOP2A|CHD1
third,repaglinide,ABCC8|KCNJ11|CYP2C8|CYP3A5|INS|PPARG
third,lacosamide,SCN3A|SCN9A|SCN1A|SCN10A|CYP2C19|DPYSL2|SCN11A|SCN2A|SCN4A|SCN5A|SCN7A|SCN8A
third,mizolastine,HRH1
third,mepivacaine,SCN9A|SCN10A
third,clozapine,DRD4|DRD2|DRD3|HTR2A|ADRA1A|ADRA1B|CHRM1|DRD1|HRH1|HRH4|HTR1A|HTR1B|HTR1D|HTR1E|HTR2C|HTR6|HTR7|CYP2C19|ADRA1D|ADRA2A|ADRA2B|ADRA2C|CALY|CHRM2|CHRM3|CHRM4|CHRM5|DRD5|HTR1F|HTR2B|HTR3A|HTR5A
third,torcetrapib,CETP
third,darunavir,CYP3A4|CYP3A5
third,genz-644282,TOP1
third,scriptaid,HDAC1|HDAC2|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
third,calmidazolium,ATP2B1|PDE1A
third,sonidegib,SMO
third,cinobufagin,ATP1A1
third,entinostat,HDAC1|HDAC2|HDAC3|HDAC9
third,cinobufagin,ATP1A1
third,voxtalisib,MTOR|PIK3CA
third,tolmetin,PTGS2|PTGS1
third,bitopertin,SLC6A9|SLC6A5
third,naphazoline,ADRA1A|ADRA2A
third,vismodegib,SMO|ABCB1|ABCG2|CYP2C19|CYP2C8|DHH|IHH|PTCH1
third,lomitapide,MTTP|CYP2B6|CYP2C19|CYP2C8
third,valrubicin,TOP2A
third,penfluridol,DRD1|DRD2|CACNA1G
third,refametinib,MAP2K1|MAP2K2
third,varenicline,CHRNA4|CHRNB2|CHRNA3|CHRNA6|CHRNA7
third,everolimus,MTOR|CYP3A5|FKBP1A
third,resveratrol,PTGS1|SIRT1|PTGS2|APOA1|BACE1|MAOA|SCN5A|TXNRD1|TXNRD2|XDH|CSNK2A1|NQO2
third,alaproclate,SLC6A4
third,emetine,RPS2
third,rotenone,MT-ND1
third,piperidolate,CHRM1
third,diphenyleneiodonium,ALDH1A2|ALDH2|ALDH5A1|ALDH7A1|NOX3|XDH|NOS2|NOS3
third,narciclasine,RHOA
third,emetine,RPS2
third,ellagic-acid,CA1|CA12|CA14|CA2|CA4|CA6|CA9|SYK|AKR1B1|BACE1|CA3|CA5A|CA5B|CA7|CSNK2A1|GSK3B|PRKACA|PRKCA|PRKCB|SQLE
third,m-3M3FBS,PLCB2|PLCB3|PLCD1|PLCG1|PLCG2
third,tamoxifen,ESR1|ESR2|CYP3A5|ESRRG|PLD1|PRKCD|PRKCE|PRKCQ|PRKCZ|EBP|GPER1|PRKCA|PRKCB|PRKCG|PRKCI
third,cerulenin,FASN
third,emetine,RPS2
third,probucol,ABCA1|ABCB11|CES1
third,tolmetin,PTGS2|PTGS1
third,daunorubicin,TOP2A|TOP2B
third,ipsapirone,HTR1A
third,valrubicin,TOP2A
third,genz-644282,TOP1
third,panobinostat,HDAC1|HDAC2|HDAC3|HDAC4|HDAC6|HDAC7|HDAC8|HDAC9
third,epirubicin,TOP2A|CHD1
third,idarubicin,TOP2A
third,sunitinib,PDGFRB|FLT1|FLT3|FLT4|KDR|KIT|PDGFRA|RET
third,ryuvidine,CDK4|CDK2
third,biotin,ACACA|ACACB|HLCS|MCCC1|MCCC2|PC|PCCA|PCCB|SLC5A6
third,scriptaid,HDAC1|HDAC2|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
third,lomitapide,MTTP|CYP2B6|CYP2C19|CYP2C8
third,varenicline,CHRNA4|CHRNB2|CHRNA3|CHRNA6|CHRNA7
third,terazosin,ADRA1D|ADRA1A|ADRA1B|KCNH2|KCNH6|KCNH7
third,gemcitabine,RRM1|CMPK1|RRM2|TYMS
third,nortriptyline,KCNJ10|SLC6A2|SLC6A4|CYP2C19|PIK3CD|ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|ADRB3|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD2|HRH1|HTR1A|HTR2A|HTR2C|HTR6|PGRMC1|SIGMAR1
third,alaproclate,SLC6A4
third,lomerizine,ABCB1|CACNA1B|SCN5A
third,voxtalisib,MTOR|PIK3CA
third,dexniguldipine,CALM1|PRKCA|ADORA3
third,scriptaid,HDAC1|HDAC2|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
third,tacedinaline,HDAC1
third,meclofenamic-acid,PTGS1|PTGS2|ALOX5|CNR1|KCNQ2|KCNQ3
third,niclosamide,STAT3
third,everolimus,MTOR|CYP3A5|FKBP1A
third,clomifene,ESR1|AR
third,m-3M3FBS,PLCB2|PLCB3|PLCD1|PLCG1|PLCG2
third,strophanthidin,ATP1A1
third,crizotinib,ALK|MET|CYP2B6|CYP3A5|MST1R|ROS1
third,cabozantinib,KDR|MET|FLT3|KIT|RET|TEK|CYP2C19
third,amlodipine,CACNA1C|CACNA1D|CACNA1S|CACNA2D1|ABCG2|CA1|CACNA1B|CACNA1F|CACNA2D3|CACNB1|CACNB2|SMPD1
third,diphenyleneiodonium,ALDH1A2|ALDH2|ALDH5A1|ALDH7A1|NOX3|XDH|NOS2|NOS3
third,digoxin,ATP1A1|ABCB1|RORC|SLCO1B3
third,cinobufagin,ATP1A1
third,emetine,RPS2
third,digitoxigenin,ATP1A1
third,hydrocortisone-hemisuccinate,NR3C1
third,gemcitabine,RRM1|CMPK1|RRM2|TYMS
third,pyrvinium-pamoate,AR
third,narciclasine,RHOA
third,salermide,SIRT1|SIRT2
third,penfluridol,DRD1|DRD2|CACNA1G
third,rotenone,MT-ND1
third,tamoxifen,ESR1|ESR2|CYP3A5|ESRRG|PLD1|PRKCD|PRKCE|PRKCQ|PRKCZ|EBP|GPER1|PRKCA|PRKCB|PRKCG|PRKCI
third,penfluridol,DRD1|DRD2|CACNA1G
third,entinostat,HDAC1|HDAC2|HDAC3|HDAC9
third,calmidazolium,ATP2B1|PDE1A
third,clozapine,DRD4|DRD2|DRD3|HTR2A|ADRA1A|ADRA1B|CHRM1|DRD1|HRH1|HRH4|HTR1A|HTR1B|HTR1D|HTR1E|HTR2C|HTR6|HTR7|CYP2C19|ADRA1D|ADRA2A|ADRA2B|ADRA2C|CALY|CHRM2|CHRM3|CHRM4|CHRM5|DRD5|HTR1F|HTR2B|HTR3A|HTR5A
third,ryuvidine,CDK4|CDK2
third,cinobufagin,ATP1A1
third,digoxin,ATP1A1|ABCB1|RORC|SLCO1B3
third,menadione,PKM|AOX1|BGLAP|F10|F2|F7|F9|GGCX|NQO1|NQO2|PROC|PROS1|PROZ|VKORC1|VKORC1L1
third,hesperidin,CACNA1B
third,menadione,PKM|AOX1|BGLAP|F10|F2|F7|F9|GGCX|NQO1|NQO2|PROC|PROS1|PROZ|VKORC1|VKORC1L1
third,clomifene,ESR1|AR
third,sonidegib,SMO
third,dexketoprofen,PTGS2|PTGS1
third,kifunensine,MAN1B1|MAN2A1
third,amiodarone,KCNH2|CHRM3|CYP2C8|SCN5A|ADRB1|CACNA1H|CACNA2D2|KCNA7
third,bortezomib,PSMB5|PSMB1|PSMB2|CASP3|CYP2C19|NFKB1|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMA8|PSMB10|PSMB11|PSMB3|PSMB4|PSMB6|PSMB7|PSMB8|PSMB9|PSMD1|PSMD2|RELA
third,resveratrol,PTGS1|SIRT1|PTGS2|APOA1|BACE1|MAOA|SCN5A|TXNRD1|TXNRD2|XDH|CSNK2A1|NQO2
third,dapivirine,CYP3A5|CYP2B6|CYP2C19|CYP2C8|CYP3A4
third,lacosamide,SCN3A|SCN9A|SCN1A|SCN10A|CYP2C19|DPYSL2|SCN11A|SCN2A|SCN4A|SCN5A|SCN7A|SCN8A
third,probucol,ABCA1|ABCB11|CES1
third,piperidolate,CHRM1
third,mepivacaine,SCN9A|SCN10A
third,proscillaridin,ATP1A1
third,cerulenin,FASN
third,emetine,RPS2
third,ellagic-acid,CA1|CA12|CA14|CA2|CA4|CA6|CA9|SYK|AKR1B1|BACE1|CA3|CA5A|CA5B|CA7|CSNK2A1|GSK3B|PRKACA|PRKCA|PRKCB|SQLE
third,emetine,RPS2
third,everolimus,MTOR|CYP3A5|FKBP1A
third,repaglinide,ABCC8|KCNJ11|CYP2C8|CYP3A5|INS|PPARG
third,bitopertin,SLC6A9|SLC6A5
third,torcetrapib,CETP
third,gallopamil,CACNA1C|ATP2A2
third,nalbuphine,OPRK1|OPRM1|OPRD1
third,simvastatin,HMGCR|CYP2C8|CYP3A4|CYP3A5|ITGB2
third,telatinib,KDR|FLT4|KIT|PDGFRB
third,darunavir,CYP3A4|CYP3A5
third,olmesartan-medoxomil,AGTR1
third,pioglitazone,PPARG|INS|TRPM3
third,andarine,AR
third,naphazoline,ADRA1A|ADRA2A
third,vismodegib,SMO|ABCB1|ABCG2|CYP2C19|CYP2C8|DHH|IHH|PTCH1
third,refametinib,MAP2K1|MAP2K2
third,mometasone,NR3C1
third,acalabrutinib,BTK
third,clozapine,DRD4|DRD2|DRD3|HTR2A|ADRA1A|ADRA1B|CHRM1|DRD1|HRH1|HRH4|HTR1A|HTR1B|HTR1D|HTR1E|HTR2C|HTR6|HTR7|CYP2C19|ADRA1D|ADRA2A|ADRA2B|ADRA2C|CALY|CHRM2|CHRM3|CHRM4|CHRM5|DRD5|HTR1F|HTR2B|HTR3A|HTR5A
third,mizolastine,HRH1
third,gallopamil,CACNA1C|ATP2A2
third,probucol,ABCA1|ABCB11|CES1
third,refametinib,MAP2K1|MAP2K2
third,torcetrapib,CETP
third,cerulenin,FASN
third,clozapine,DRD4|DRD2|DRD3|HTR2A|ADRA1A|ADRA1B|CHRM1|DRD1|HRH1|HRH4|HTR1A|HTR1B|HTR1D|HTR1E|HTR2C|HTR6|HTR7|CYP2C19|ADRA1D|ADRA2A|ADRA2B|ADRA2C|CALY|CHRM2|CHRM3|CHRM4|CHRM5|DRD5|HTR1F|HTR2B|HTR3A|HTR5A
third,everolimus,MTOR|CYP3A5|FKBP1A
third,acalabrutinib,BTK
third,olmesartan-medoxomil,AGTR1
third,diphenyleneiodonium,ALDH1A2|ALDH2|ALDH5A1|ALDH7A1|NOX3|XDH|NOS2|NOS3
third,resveratrol,PTGS1|SIRT1|PTGS2|APOA1|BACE1|MAOA|SCN5A|TXNRD1|TXNRD2|XDH|CSNK2A1|NQO2
third,mometasone,NR3C1
third,emetine,RPS2
third,alaproclate,SLC6A4
third,narciclasine,RHOA
third,m-3M3FBS,PLCB2|PLCB3|PLCD1|PLCG1|PLCG2
third,rotenone,MT-ND1
third,tamoxifen,ESR1|ESR2|CYP3A5|ESRRG|PLD1|PRKCD|PRKCE|PRKCQ|PRKCZ|EBP|GPER1|PRKCA|PRKCB|PRKCG|PRKCI
third,emetine,RPS2
third,emetine,RPS2
third,varenicline,CHRNA4|CHRNB2|CHRNA3|CHRNA6|CHRNA7
third,andarine,AR
third,simvastatin,HMGCR|CYP2C8|CYP3A4|CYP3A5|ITGB2
third,vismodegib,SMO|ABCB1|ABCG2|CYP2C19|CYP2C8|DHH|IHH|PTCH1
third,nalbuphine,OPRK1|OPRM1|OPRD1
third,repaglinide,ABCC8|KCNJ11|CYP2C8|CYP3A5|INS|PPARG
third,piperidolate,CHRM1
third,mizolastine,HRH1
third,bitopertin,SLC6A9|SLC6A5
third,darunavir,CYP3A4|CYP3A5
third,naphazoline,ADRA1A|ADRA2A
third,telatinib,KDR|FLT4|KIT|PDGFRB
third,pioglitazone,PPARG|INS|TRPM3
third,ellagic-acid,CA1|CA12|CA14|CA2|CA4|CA6|CA9|SYK|AKR1B1|BACE1|CA3|CA5A|CA5B|CA7|CSNK2A1|GSK3B|PRKACA|PRKCA|PRKCB|SQLE
third,everolimus,MTOR|CYP3A5|FKBP1A
third,dapivirine,CYP3A5|CYP2B6|CYP2C19|CYP2C8|CYP3A4
third,biotin,ACACA|ACACB|HLCS|MCCC1|MCCC2|PC|PCCA|PCCB|SLC5A6
third,menadione,PKM|AOX1|BGLAP|F10|F2|F7|F9|GGCX|NQO1|NQO2|PROC|PROS1|PROZ|VKORC1|VKORC1L1
third,dexniguldipine,CALM1|PRKCA|ADORA3
third,scriptaid,HDAC1|HDAC2|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
third,voxtalisib,MTOR|PIK3CA
third,daunorubicin,TOP2A|TOP2B
third,bortezomib,PSMB5|PSMB1|PSMB2|CASP3|CYP2C19|NFKB1|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMA8|PSMB10|PSMB11|PSMB3|PSMB4|PSMB6|PSMB7|PSMB8|PSMB9|PSMD1|PSMD2|RELA
third,cabozantinib,KDR|MET|FLT3|KIT|RET|TEK|CYP2C19
third,idarubicin,TOP2A
third,genz-644282,TOP1
third,hydrocortisone-hemisuccinate,NR3C1
third,pyrvinium-pamoate,AR
third,digitoxigenin,ATP1A1
third,ryuvidine,CDK4|CDK2
third,scriptaid,HDAC1|HDAC2|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
third,gemcitabine,RRM1|CMPK1|RRM2|TYMS
third,clozapine,DRD4|DRD2|DRD3|HTR2A|ADRA1A|ADRA1B|CHRM1|DRD1|HRH1|HRH4|HTR1A|HTR1B|HTR1D|HTR1E|HTR2C|HTR6|HTR7|CYP2C19|ADRA1D|ADRA2A|ADRA2B|ADRA2C|CALY|CHRM2|CHRM3|CHRM4|CHRM5|DRD5|HTR1F|HTR2B|HTR3A|HTR5A
third,lacosamide,SCN3A|SCN9A|SCN1A|SCN10A|CYP2C19|DPYSL2|SCN11A|SCN2A|SCN4A|SCN5A|SCN7A|SCN8A
third,entinostat,HDAC1|HDAC2|HDAC3|HDAC9
third,ipsapirone,HTR1A
third,meclofenamic-acid,PTGS1|PTGS2|ALOX5|CNR1|KCNQ2|KCNQ3
third,calmidazolium,ATP2B1|PDE1A
third,crizotinib,ALK|MET|CYP2B6|CYP3A5|MST1R|ROS1
third,mepivacaine,SCN9A|SCN10A
third,digoxin,ATP1A1|ABCB1|RORC|SLCO1B3
third,epirubicin,TOP2A|CHD1
third,cinobufagin,ATP1A1
third,nortriptyline,KCNJ10|SLC6A2|SLC6A4|CYP2C19|PIK3CD|ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|ADRB3|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD2|HRH1|HTR1A|HTR2A|HTR2C|HTR6|PGRMC1|SIGMAR1
third,salermide,SIRT1|SIRT2
third,valrubicin,TOP2A
third,digoxin,ATP1A1|ABCB1|RORC|SLCO1B3
third,dexketoprofen,PTGS2|PTGS1
third,tolmetin,PTGS2|PTGS1
third,amiodarone,KCNH2|CHRM3|CYP2C8|SCN5A|ADRB1|CACNA1H|CACNA2D2|KCNA7
third,panobinostat,HDAC1|HDAC2|HDAC3|HDAC4|HDAC6|HDAC7|HDAC8|HDAC9
third,clomifene,ESR1|AR
third,terazosin,ADRA1D|ADRA1A|ADRA1B|KCNH2|KCNH6|KCNH7
third,gemcitabine,RRM1|CMPK1|RRM2|TYMS
third,proscillaridin,ATP1A1
third,lomitapide,MTTP|CYP2B6|CYP2C19|CYP2C8
third,clomifene,ESR1|AR
third,niclosamide,STAT3
third,tacedinaline,HDAC1
third,amlodipine,CACNA1C|CACNA1D|CACNA1S|CACNA2D1|ABCG2|CA1|CACNA1B|CACNA1F|CACNA2D3|CACNB1|CACNB2|SMPD1
third,cinobufagin,ATP1A1
third,sonidegib,SMO
third,strophanthidin,ATP1A1
third,hesperidin,CACNA1B
third,lomerizine,ABCB1|CACNA1B|SCN5A
third,kifunensine,MAN1B1|MAN2A1
third,menadione,PKM|AOX1|BGLAP|F10|F2|F7|F9|GGCX|NQO1|NQO2|PROC|PROS1|PROZ|VKORC1|VKORC1L1
third,penfluridol,DRD1|DRD2|CACNA1G
third,sunitinib,PDGFRB|FLT1|FLT3|FLT4|KDR|KIT|PDGFRA|RET
third,penfluridol,DRD1|DRD2|CACNA1G
third,ryuvidine,CDK4|CDK2
fourth,tivozanib,FLT1|FLT4|KDR|KIT|PDGFRA|PDGFRB
fourth,cyclosporin-a,PPIA|PPP3CA
fourth,brinzolamide,CA2|CA7|CA1|CYP2B6|CYP2C8|CA12|CA14|CA4|CA5A
fourth,primidone,GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|CHRNA4|CHRNA7|GRIA2|GRIK2|SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A
fourth,tiotidine,HRH2
fourth,ceritinib,ALK|FLT3|IGF1R|INSR|TSSK1B
fourth,purmorphamine,SMO|DHH|IHH|PTCH1
fourth,bisbenzimide,TOP1
fourth,digitoxigenin,ATP1A1
fourth,digitoxigenin,ATP1A1
fourth,nutlin-3,MDM2|TP53
fourth,methylene-blue,ACHE|MAPT
fourth,cerulenin,FASN
fourth,niguldipine,ADRA1A|CACNA1C
fourth,pyrvinium-pamoate,AR
fourth,importazole,KPNB1
fourth,calmidazolium,ATP2B1|PDE1A
